distname,district_id,county,dflchart,dflalted,asvab_status,tea description,nces description,charter school (y/n),tea district type,nces district type,region,cntyname,district 2023 staff: teacher student ratio,district 2022-23 total students count,district 2023 staff: all staff total full time equiv count,district 2022-23 african american students percent,district 2022-23 american indian students percent,district 2022-23 asian students percent,district 2022-23 hispanic students percent,district 2022-23 pacific islander students percent,district 2022-23 white students percent,district 2022-23 two or more races students percent,district 2022-23 economically disadvantaged students percent,district 2022-23 title i students percent,district 2022-23 special education students percent,district 2022-23 section 504 students percent,district 2022-23 bilingual/esl education students percent,district 2022-23 emergent bilingual/english learner students percent,district 2022-23 homeless students percent,district 2022-23 immigrant students percent,district 2022-23 migrant students percent,district 2022-23 military connected students percent,district 2022-23 foster care students percent,district 2022-23 gifted & talented education students percent
TROUP ISD,212904,'212,N,N, ,Non-metropolitan Stable,Rural-Distant,N,G,42,'07,SMITH,12.0,1087.0,181.8,10.2,0.5,0.6,13.2,0.2,71.5,3.9,53.9,100.0,11.7,13.4,4.2,4.2,0.6,0.0,0.0,4.0,0.9,7.1
TYLER ISD,212905,'212,N,N, ,Other Central City,City-Midsize,N,C,12,'07,SMITH,15.0,18328.0,2594.7,25.8,0.3,1.3,47.8,0.0,21.5,3.2,75.8,100.0,10.9,9.8,25.0,25.0,1.8,0.6,0.0,1.0,0.3,9.5
WHITEHOUSE ISD,212906,'212,N,N, ,Other Central City Suburban,Suburb-Midsize,N,D,22,'07,SMITH,13.8,4916.0,706.4,13.2,0.3,3.0,15.3,0.1,62.6,5.5,50.3,45.5,14.3,12.8,4.9,5.0,1.7,0.7,0.0,2.6,0.8,10.1
CHAPEL HILL ISD,212909,'212,N,N, ,Other Central City Suburban,Rural-Fringe,N,D,41,'07,SMITH,13.6,3308.0,549.6,17.4,0.1,0.5,52.6,0.1,24.8,4.5,79.2,52.7,16.4,10.3,26.7,26.8,1.2,0.5,0.0,0.5,0.6,7.3
WINONA ISD,212910,'212,N,N, ,Other Central City Suburban,Rural-Fringe,N,D,41,'07,SMITH,11.9,1104.0,212.8,19.4,0.2,0.5,34.8,0.2,41.4,3.6,87.0,100.0,17.8,11.8,17.4,17.7,1.7,0.0,0.0,0.2,1.4,4.6
BRAZOS RIVER CHARTER SCHOOL,213801,'213,Y,Y, ,Charter Schools,Rural-Distant,Y,I,42,'11,SOMERVELL,15.7,132.0,17.9,5.3,0.0,0.0,18.9,0.0,70.5,5.3,48.5,100.0,18.9,17.4,0.8,0.8,0.0,0.0,0.0,2.3,0.8,0.0
GLEN ROSE ISD,213901,'213,N,N, ,Non-metropolitan Stable,Rural-Distant,N,G,42,'11,SOMERVELL,12.9,1967.0,272.2,0.7,0.6,1.0,28.3,0.1,66.5,2.9,43.0,24.2,12.2,10.8,10.1,10.1,0.9,1.2,0.0,6.5,0.3,7.0
RIO GRANDE CITY GRULLA ISD,214901,'214,N,N, ,Other Central City Suburban,Rural-Fringe,N,D,41,'01,STARR,13.2,9644.0,1916.8,0.0,0.0,0.2,99.5,0.0,0.3,0.0,96.3,100.0,9.8,6.0,85.8,78.6,0.9,0.5,10.0,1.0,0.1,18.2
SAN ISIDRO ISD,214902,'214,N,N, ,Rural,Rural-Distant,N,H,42,'01,STARR,9.7,181.0,53.9,0.0,0.0,0.0,98.3,0.0,1.7,0.0,98.9,100.0,13.8,5.5,15.5,15.5,0.0,0.0,0.0,3.9,0.0,2.2
ROMA ISD,214903,'214,N,N, ,Non-metropolitan Stable,Rural-Fringe,N,G,41,'01,STARR,13.8,5977.0,1082.4,0.0,0.0,0.0,99.5,0.0,0.5,0.0,85.9,100.0,9.6,10.1,86.4,83.0,0.5,0.4,0.9,0.0,0.0,9.9
BRECKENRIDGE ISD,215901,'215,N,N, ,Non-metropolitan Stable,Town-Remote,N,G,33,'14,STEPHENS,12.8,1409.0,242.0,1.3,1.0,1.0,38.2,0.0,56.5,2.1,68.8,48.6,15.0,9.9,7.6,7.9,2.5,0.4,0.0,0.3,0.1,6.1
STERLING CITY ISD,216901,'216,N,N, ,Rural,Rural-Remote,N,H,43,'15,STERLING,11.6,351.0,60.0,0.0,0.0,0.3,44.4,0.0,53.3,2.0,47.0,96.9,20.5,9.1,10.8,10.5,0.0,0.0,0.0,0.9,0.9,2.0
ASPERMONT ISD,217901,'217,N,N, ,Rural,Rural-Remote,N,H,43,'14,STONEWALL,9.1,199.0,42.7,1.0,0.0,2.5,29.1,0.0,66.8,0.5,52.8,48.2,14.6,8.5,2.5,2.5,4.5,0.0,0.0,1.0,0.0,4.5
SONORA ISD,218901,'218,N,N, ,Rural,Town-Remote,N,H,33,'15,SUTTON,10.5,675.0,114.3,0.0,0.0,0.9,77.5,0.0,21.2,0.4,53.8,100.0,13.8,3.0,16.9,16.9,0.3,0.4,0.1,0.1,0.0,2.2
HAPPY ISD,219901,'219,N,N, ,Rural,Rural-Distant,N,H,42,'16,SWISHER,10.8,270.0,46.8,0.4,0.0,0.0,13.7,0.0,83.7,2.2,35.9,100.0,12.2,11.1,4.8,4.8,1.1,0.0,0.0,1.1,0.0,3.0
TULIA ISD,219903,'219,N,N, ,Non-metropolitan Stable,Town-Remote,N,G,33,'16,SWISHER,10.4,896.0,201.6,8.8,0.2,0.0,67.4,0.1,22.7,0.8,81.6,100.0,15.6,6.7,8.3,8.7,3.6,0.3,0.0,0.8,0.6,3.5
KRESS ISD,219905,'219,N,N, ,Rural,Rural-Distant,N,H,42,'16,SWISHER,10.4,279.0,53.7,5.4,0.0,0.0,55.2,1.1,38.0,0.4,64.2,100.0,10.8,9.7,6.8,6.8,0.0,0.0,0.0,0.0,0.7,1.4
TREETOPS SCHOOL INTERNATIONAL,220801,'220,Y,N, ,Charter Schools,City-Large,Y,I,11,'11,TARRANT,12.4,343.0,33.6,7.6,0.6,4.7,23.3,0.0,53.4,10.5,14.6,0.0,7.6,1.7,1.7,1.7,0.0,0.0,0.0,0.0,0.0,0.0
ARLINGTON CLASSICS ACADEMY,220802,'220,Y,N, ,Charter Schools,Suburb-Large,Y,I,21,'11,TARRANT,15.7,1512.0,160.1,20.6,0.1,12.8,22.2,0.3,36.4,7.6,30.9,6.8,5.4,9.6,9.4,9.4,0.0,0.0,0.0,0.9,0.0,0.0
FORT WORTH ACADEMY OF FINE ARTS,220809,'220,Y,N,ASVAB Test not Offered,Charter Schools,City-Large,Y,I,11,'11,TARRANT,12.3,642.0,83.5,15.9,0.0,4.5,24.1,0.2,47.8,7.5,17.1,0.0,7.2,11.4,1.7,1.4,0.0,0.0,0.0,3.4,0.0,99.5
WESTLAKE ACADEMY CHARTER SCHOOL,220810,'220,Y,N,ASVAB Test not Offered,Charter Schools,Rural-Fringe,Y,I,41,'11,TARRANT,14.0,875.0,98.3,6.2,0.7,21.1,14.2,0.1,49.4,8.3,2.2,0.0,6.7,15.5,2.6,2.6,0.0,0.8,0.0,7.8,0.0,0.0
EAST FORT WORTH MONTESSORI ACADEMY,220811,'220,Y,N, ,Charter Schools,City-Large,Y,I,11,'11,TARRANT,9.9,175.0,26.7,44.0,0.0,0.0,42.3,0.0,9.1,4.6,77.7,99.4,4.6,1.1,31.4,31.4,0.0,0.0,0.0,0.0,0.0,5.1
TEXAS SCHOOL OF THE ARTS,220814,'220,Y,N, ,Charter Schools,Suburb-Large,Y,I,21,'11,TARRANT,13.7,334.0,46.0,21.9,0.3,7.8,33.2,0.6,29.6,6.6,13.2,0.0,8.1,4.5,10.2,11.1,0.0,0.0,0.0,4.2,0.0,99.4
CHAPEL HILL ACADEMY,220815,'220,Y,N, ,Charter Schools,City-Large,Y,I,11,'11,TARRANT,15.2,698.0,80.6,59.5,0.3,3.0,24.6,0.1,6.3,6.2,72.9,99.9,7.7,4.6,11.3,12.3,6.3,1.0,0.0,1.1,0.0,14.8
NEWMAN INTERNATIONAL ACADEMY OF ARLINGTON,220817,'220,Y,N, ,Charter Schools,City-Large,Y,I,11,'11,TARRANT,14.5,2874.0,401.1,44.4,0.2,5.2,31.0,0.1,15.8,3.3,59.5,100.0,5.6,4.4,12.2,13.6,0.1,0.0,0.0,0.3,0.3,5.6
HIGH POINT ACADEMY,220819,'220,Y,N,ASVAB Alternative Test Offered,Charter Schools,Suburb-Large,Y,I,21,'11,TARRANT,12.3,1404.0,173.6,14.0,0.4,1.7,33.0,0.3,45.5,5.1,32.6,100.0,12.8,11.9,7.6,8.0,0.1,0.0,0.2,8.3,0.1,6.3
ROCKETSHIP PUBLIC SCHOOLS,220820,'220,Y,N, ,Charter Schools,City-Large,Y,I,11,'11,TARRANT,17.0,307.0,48.0,72.0,0.0,0.7,23.1,0.0,1.6,2.6,78.8,0.0,4.6,0.0,6.5,6.8,1.0,0.0,0.0,0.7,1.0,0.0
ARLINGTON ISD,220901,'220,N,N, ,Major Urban,City-Large,N,A,11,'11,TARRANT,14.5,56167.0,7909.2,26.8,0.4,5.0,48.0,0.2,16.6,3.0,75.3,60.2,10.8,4.7,30.8,30.9,3.0,2.5,0.0,1.7,0.1,10.6
BIRDVILLE ISD,220902,'220,N,N, ,Major Suburban,Suburb-Large,N,B,21,'11,TARRANT,15.0,22637.0,2991.3,9.8,0.4,4.5,45.6,0.5,35.4,3.9,63.4,54.1,12.8,9.5,24.8,25.0,0.8,2.0,0.0,0.7,0.2,7.0
EVERMAN ISD,220904,'220,N,N, ,Major Suburban,Suburb-Large,N,B,21,'11,TARRANT,13.6,5354.0,861.6,34.1,0.2,0.9,59.3,0.1,3.5,1.8,92.8,100.0,12.5,7.0,36.2,36.5,1.4,1.6,0.2,0.7,0.1,3.9
FORT WORTH ISD,220905,'220,N,N, ,Major Urban,City-Large,N,A,11,'11,TARRANT,14.7,72783.0,9956.3,20.1,0.2,1.7,65.0,0.1,11.1,1.8,84.5,96.4,11.7,6.4,37.9,39.1,3.0,3.6,0.0,2.4,0.0,12.1
GRAPEVINE-COLLEYVILLE ISD,220906,'220,N,N, ,Major Suburban,City-Small,N,B,13,'11,TARRANT,13.9,13772.0,1906.1,7.5,0.3,10.3,24.8,0.3,51.2,5.5,25.6,14.6,11.4,9.3,11.9,11.3,1.3,1.6,0.0,6.2,0.1,18.8
KELLER ISD,220907,'220,N,N, ,Major Suburban,City-Large,N,B,11,'11,TARRANT,13.8,34078.0,4323.9,11.2,0.3,9.1,24.1,0.2,48.9,6.2,32.5,18.0,13.9,11.9,10.9,11.4,0.5,1.2,0.0,12.0,0.1,8.6
MANSFIELD ISD,220908,'220,N,N, ,Major Suburban,Suburb-Large,N,B,21,'11,TARRANT,14.8,35722.0,4622.9,32.7,0.3,8.2,26.8,0.1,26.7,5.1,48.3,48.2,11.5,7.2,14.1,13.9,0.4,1.5,0.0,4.6,0.2,6.8
LAKE WORTH ISD,220910,'220,N,N, ,Major Suburban,Suburb-Large,N,B,21,'11,TARRANT,13.5,3447.0,596.4,25.2,0.7,1.5,53.3,0.2,15.3,3.9,90.4,100.0,12.3,4.6,24.9,25.9,1.0,3.0,0.0,3.0,0.2,3.4
CROWLEY ISD,220912,'220,N,N, ,Major Suburban,City-Large,N,B,11,'11,TARRANT,13.4,16729.0,2080.9,48.6,0.4,3.5,32.6,0.2,10.3,4.3,75.6,100.0,12.7,7.3,17.5,17.6,0.2,0.4,0.0,1.3,0.3,8.3
KENNEDALE ISD,220914,'220,N,N, ,Major Suburban,Suburb-Large,N,B,21,'11,TARRANT,13.8,2855.0,385.6,26.5,0.1,3.4,30.2,0.4,34.1,5.4,58.0,100.0,10.1,10.1,12.3,12.4,0.9,1.4,0.0,9.6,0.9,9.2
AZLE ISD,220915,'220,N,N, ,Major Suburban,Suburb-Large,N,B,21,'11,TARRANT,14.7,7089.0,1017.9,1.3,0.3,0.4,28.5,0.1,65.2,4.3,50.9,55.4,14.7,10.4,7.8,8.1,1.8,0.4,0.0,4.7,0.2,4.6
HURST-EULESS-BEDFORD ISD,220916,'220,N,N, ,Major Suburban,Suburb-Large,N,B,21,'11,TARRANT,15.8,22947.0,2728.6,21.5,0.3,9.0,31.0,2.7,29.2,6.3,60.8,47.4,13.2,6.8,21.1,22.0,2.4,3.6,0.0,4.4,0.1,6.8
CASTLEBERRY ISD,220917,'220,N,N, ,Major Suburban,Suburb-Large,N,B,21,'11,TARRANT,14.4,3710.0,582.7,2.3,0.1,0.2,83.3,0.2,12.6,1.3,87.7,100.0,15.1,6.2,38.9,38.6,0.8,1.8,0.1,1.8,0.5,7.5
EAGLE MT-SAGINAW ISD,220918,'220,N,N, ,Major Suburban,City-Large,N,B,11,'11,TARRANT,15.2,23196.0,2843.7,17.7,0.3,5.3,39.3,0.3,32.5,4.6,50.8,30.4,13.7,8.0,14.3,14.9,0.4,0.5,0.0,7.7,0.2,7.1
CARROLL ISD,220919,'220,N,N, ,Major Suburban,Suburb-Large,N,B,21,'11,TARRANT,15.1,8471.0,1000.7,1.9,0.2,22.9,10.9,0.1,57.8,6.1,1.3,1.0,8.0,10.9,3.8,3.9,0.0,1.1,0.0,1.7,0.1,24.3
WHITE SETTLEMENT ISD,220920,'220,N,N, ,Major Suburban,Rural-Fringe,N,B,41,'11,TARRANT,15.4,6972.0,855.0,11.2,0.4,1.5,45.2,0.3,35.7,5.6,61.2,98.2,13.0,10.9,17.5,15.5,0.2,0.9,0.0,4.0,0.2,6.3
TEXAS COLLEGE PREPARATORY ACADEMIES,221801,'221,Y,N,ASVAB Alternative Test Offered,Charter Schools,Suburb-Large,Y,I,21,'14,TAYLOR,13.5,16478.0,2121.7,15.1,0.3,8.8,32.1,0.1,38.7,4.8,38.5,26.1,8.0,8.2,10.5,11.8,0.1,0.2,0.0,2.0,0.1,0.0
ABILENE ISD,221901,'221,N,N, ,Other Central City,City-Midsize,N,C,12,'14,TAYLOR,14.6,15253.0,2473.7,12.9,0.2,1.3,46.4,0.2,34.4,4.5,72.1,45.0,16.6,5.3,6.2,6.2,5.6,2.3,0.0,7.4,1.1,8.9
MERKEL ISD,221904,'221,N,N, ,Other Central City Suburban,Rural-Distant,N,D,42,'14,TAYLOR,11.5,1140.0,198.1,1.1,0.7,0.0,26.1,0.0,69.5,2.6,54.6,50.8,20.5,8.1,2.5,2.5,1.8,0.0,0.0,5.4,1.3,4.0
TRENT ISD,221905,'221,N,N, ,Rural,Rural-Distant,N,H,42,'14,TAYLOR,7.6,131.0,34.1,5.3,0.0,0.0,20.6,0.0,72.5,1.5,67.2,99.2,24.4,4.6,2.3,2.3,1.5,0.0,0.0,2.3,0.0,4.6
JIM NED CISD,221911,'221,N,N, ,Non-metropolitan Fast Growing,Rural-Distant,N,F,42,'14,TAYLOR,14.1,1624.0,196.1,0.8,0.4,0.2,14.8,0.1,81.4,2.3,22.1,24.9,11.8,7.7,0.5,0.5,0.3,0.0,0.0,9.5,0.7,8.5
WYLIE ISD,221912,'221,N,N, ,Other Central City Suburban,City-Midsize,N,D,12,'14,TAYLOR,15.3,5419.0,682.9,4.7,0.2,2.9,23.6,0.1,63.4,5.1,24.2,5.7,11.2,7.5,2.4,2.5,0.1,0.1,0.0,20.9,0.6,7.2
TERRELL COUNTY ISD,222901,'222,N,N, ,Rural,Rural-Remote,N,H,43,'18,TERRELL,8.5,129.0,34.0,0.8,0.0,0.0,60.5,0.0,36.4,2.3,52.7,100.0,20.2,3.1,3.9,3.9,0.8,0.0,0.0,0.0,0.0,10.9
BROWNFIELD ISD,223901,'223,N,N, ,Non-metropolitan Stable,Rural-Fringe,N,G,41,'17,TERRY,12.7,1647.0,307.9,2.6,0.2,0.4,78.1,0.1,17.6,1.2,84.3,100.0,17.6,5.3,9.9,10.0,2.7,1.2,9.0,2.7,0.3,4.1
MEADOW ISD,223902,'223,N,N, ,Rural,Rural-Distant,N,H,42,'17,TERRY,10.5,253.0,45.6,0.0,0.4,0.0,73.5,0.4,24.1,1.6,71.5,100.0,13.4,8.7,5.9,5.9,0.0,0.4,24.5,3.2,0.4,5.5
WELLMAN-UNION CISD,223904,'223,N,N, ,Rural,Rural-Distant,N,H,42,'17,TERRY,10.7,286.0,51.2,0.7,0.3,0.7,37.4,0.0,60.8,0.0,53.8,100.0,10.1,6.3,13.3,14.0,2.1,2.4,3.8,4.9,0.0,4.5
THROCKMORTON COLLEGIATE ISD,224901,'224,N,N, ,Rural,Rural-Remote,N,H,43,'09,THROCKMORTON,7.5,158.0,34.8,2.5,0.0,0.0,15.8,0.0,81.6,0.0,59.5,100.0,7.6,15.8,0.0,0.0,18.4,0.0,0.0,4.4,0.6,5.1
WOODSON ISD,224902,'224,N,N, ,Rural,Rural-Remote,N,H,43,'09,THROCKMORTON,11.3,162.0,30.2,0.0,0.0,0.0,19.1,0.0,79.6,1.2,52.5,100.0,16.7,11.1,0.0,0.0,0.0,1.2,0.0,0.0,0.0,3.1
MOUNT PLEASANT ISD,225902,'225,N,N, ,Independent Town,Town-Remote,N,E,33,'08,TITUS,13.0,5186.0,836.0,10.9,0.2,0.6,71.1,0.1,15.8,1.4,82.2,55.4,15.9,12.4,55.7,49.4,0.7,0.9,0.1,1.9,0.4,7.9
CHAPEL HILL ISD,225906,'225,N,N, ,Non-metropolitan Stable,Rural-Distant,N,G,42,'08,TITUS,12.1,1061.0,176.0,2.5,0.2,0.8,40.2,0.1,53.5,2.6,48.9,100.0,13.9,11.8,16.2,16.6,0.0,0.1,0.0,0.0,0.1,7.9
HARTS BLUFF ISD,225907,'225,N,N, ,Non-metropolitan Fast Growing,Rural-Fringe,N,F,41,'08,TITUS,13.2,868.0,136.6,1.4,0.0,0.8,52.0,0.0,43.7,2.2,56.1,79.5,9.4,16.8,37.6,32.7,2.9,0.9,0.1,1.5,0.2,2.5
TEXAS LEADERSHIP PUBLIC SCHOOLS,226801,'226,Y,N, ,Charter Schools,City-Midsize,Y,I,12,'15,TOM GREEN,13.8,3722.0,468.9,21.5,0.2,0.9,49.1,0.1,24.1,4.1,54.6,100.0,9.7,6.6,2.8,3.2,0.6,1.0,0.0,10.0,0.3,0.0
CHRISTOVAL ISD,226901,'226,N,N, ,Rural,Rural-Distant,N,H,42,'15,TOM GREEN,11.2,613.0,83.3,0.0,0.2,0.2,25.6,0.0,71.8,2.3,26.1,44.4,14.5,3.4,0.3,0.8,2.8,0.0,0.0,8.2,0.0,4.6
SAN ANGELO ISD,226903,'226,N,N, ,Other Central City,City-Small,N,C,13,'15,TOM GREEN,15.4,13548.0,1789.2,3.3,0.2,1.1,61.9,0.1,30.4,3.0,61.5,77.1,13.0,6.5,6.0,6.1,1.0,0.9,0.1,5.5,0.5,4.5
WATER VALLEY ISD,226905,'226,N,N, ,Rural,Rural-Distant,N,H,42,'15,TOM GREEN,9.6,343.0,61.3,1.5,0.0,0.0,28.0,0.0,62.7,7.9,52.8,96.8,24.8,6.4,2.9,3.2,0.9,0.0,0.0,0.6,0.0,3.8
WALL ISD,226906,'226,N,N, ,Other Central City Suburban,Rural-Distant,N,D,42,'15,TOM GREEN,10.5,1312.0,204.6,0.2,0.3,0.0,19.7,0.2,77.9,1.8,16.6,50.0,9.3,9.6,1.2,1.2,0.5,0.1,0.4,9.6,0.2,10.1
GRAPE CREEK ISD,226907,'226,N,N, ,Other Central City Suburban,Rural-Fringe,N,D,41,'15,TOM GREEN,12.7,1172.0,173.0,0.6,0.2,0.1,46.2,0.3,49.6,3.1,67.4,72.4,21.2,5.9,5.5,5.5,0.4,0.0,0.0,5.1,0.5,7.3
VERIBEST ISD,226908,'226,N,N, ,Rural,Rural-Distant,N,H,42,'15,TOM GREEN,9.9,258.0,48.1,0.4,0.0,0.0,30.2,0.0,66.7,2.7,45.0,98.4,10.9,13.6,4.7,4.7,0.0,0.0,0.0,1.2,0.0,4.3
UNIVERSITY OF TEXAS AT AUSTIN H S,227506,'227,N,N, ,Major Suburban,City-Large,N,B,11,'13,TRAVIS,-2.0,823.0,32.3,8.6,0.7,6.2,30.5,0.2,47.1,6.6,15.1,0.0,5.1,19.4,1.6,1.8,0.6,0.0,0.0,12.6,0.1,11.8
WAYSIDE SCHOOLS,227803,'227,Y,N, ,Charter Schools,City-Large,Y,I,11,'13,TRAVIS,15.4,1651.0,216.7,5.5,0.3,0.4,81.0,0.0,10.6,2.2,81.6,100.0,14.2,5.8,40.2,42.2,0.3,3.0,0.0,0.1,0.2,0.0
NYOS CHARTER SCHOOL,227804,'227,Y,N, ,Charter Schools,City-Large,Y,I,11,'13,TRAVIS,12.8,1624.0,190.4,13.9,0.1,14.8,30.7,0.2,35.3,5.0,30.4,100.0,10.4,9.0,21.2,22.0,0.1,0.2,0.0,0.4,0.0,0.0
TEXAS EMPOWERMENT ACADEMY,227805,'227,Y,N, ,Charter Schools,City-Large,Y,I,11,'13,TRAVIS,13.4,399.0,52.5,88.7,0.3,0.5,8.3,0.0,0.3,2.0,54.6,100.0,7.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,227806,'227,Y,Y, ,Charter Schools,City-Large,Y,I,11,'13,TRAVIS,8.5,555.0,134.0,15.5,0.9,0.5,33.0,0.5,45.6,4.0,51.5,35.9,41.4,17.1,4.5,4.5,0.4,0.0,0.0,4.9,32.3,0.7
CHAPARRAL STAR ACADEMY,227814,'227,Y,N, ,Charter Schools,Suburb-Large,Y,I,21,'13,TRAVIS,15.2,372.0,30.3,5.6,0.8,25.3,20.4,0.0,39.2,8.6,5.4,0.0,4.0,5.4,15.3,16.1,0.0,0.0,0.0,0.0,0.0,0.0
HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS,227816,'227,Y,N, ,Charter Schools,City-Large,Y,I,11,'13,TRAVIS,15.0,4471.0,477.4,10.6,0.1,22.2,49.3,0.0,15.7,2.1,62.1,84.9,7.3,4.5,49.4,50.4,0.2,0.7,0.0,0.1,0.0,11.6
CEDARS INTERNATIONAL ACADEMY,227817,'227,Y,N,ASVAB Test not Offered,Charter Schools,City-Large,Y,I,11,'13,TRAVIS,10.6,493.0,81.3,7.7,0.2,0.0,81.9,0.0,6.9,3.2,77.5,77.5,16.8,4.9,52.9,52.9,0.0,0.0,0.0,0.4,0.0,2.4
UNIVERSITY OF TEXAS ELEMENTARY CHARTER SCHOOL,227819,'227,Y,N, ,Charter Schools,City-Large,Y,I,11,'13,TRAVIS,14.8,296.0,34.1,15.9,0.0,1.4,65.5,0.0,13.5,3.7,56.8,25.7,17.6,9.8,12.8,12.8,0.7,0.0,0.0,2.0,0.0,4.1
KIPP TEXAS PUBLIC SCHOOLS,227820,'227,Y,N,ASVAB Alternative Test Offered,Charter Schools,City-Large,Y,I,11,'04,TRAVIS,16.7,33068.0,4245.8,27.0,0.5,1.9,67.8,0.1,1.7,1.0,89.0,100.0,9.2,2.8,40.1,41.3,3.8,0.5,0.1,0.6,0.1,0.0
AUSTIN DISCOVERY SCHOOL,227821,'227,Y,N, ,Charter Schools,City-Large,Y,I,11,'13,TRAVIS,14.9,332.0,35.5,3.0,0.0,0.6,23.5,0.6,66.6,5.7,15.4,1.2,10.5,8.1,0.6,0.6,0.3,0.0,0.0,0.0,0.6,0.0
VALERE PUBLIC SCHOOLS,227824,'227,Y,N,ASVAB Test not Offered,Charter Schools,City-Large,Y,I,11,'13,TRAVIS,16.0,970.0,113.7,3.9,0.0,0.1,92.9,0.0,2.5,0.6,93.4,99.7,8.1,3.5,39.7,39.9,0.2,0.0,0.0,0.1,0.0,0.0
AUSTIN ACHIEVE PUBLIC SCHOOLS,227825,'227,Y,N, ,Charter Schools,City-Large,Y,I,11,'13,TRAVIS,15.5,2449.0,428.0,11.2,0.1,0.2,85.5,0.0,2.2,0.6,93.2,99.9,9.9,3.6,62.0,66.1,0.3,5.4,0.1,0.4,0.0,0.0
MONTESSORI FOR ALL,227826,'227,Y,N, ,Charter Schools,City-Large,Y,I,11,'13,TRAVIS,16.5,456.0,52.7,10.1,0.0,4.8,45.8,0.0,31.1,8.1,49.8,99.6,9.2,5.9,23.7,23.9,0.0,0.0,0.0,1.1,0.2,0.0
THE EXCEL CENTER (FOR ADULTS),227827,'227,Y,Y, ,Charter Schools,City-Large,Y,I,11,'13,TRAVIS,20.2,1060.0,98.4,20.7,0.4,1.8,55.9,0.3,19.4,1.5,94.8,0.0,1.5,0.2,26.2,26.8,0.0,4.0,0.1,0.0,0.0,0.0
VALOR PUBLIC SCHOOLS,227829,'227,Y,N,ASVAB Alternative Test Offered,Charter Schools,Suburb-Large,Y,I,21,'13,TRAVIS,17.7,2158.0,222.1,2.5,0.1,4.4,33.2,0.0,53.4,6.3,23.6,0.0,8.1,7.5,7.3,7.6,0.0,0.0,0.0,0.5,0.0,0.0
AUSTIN ISD,227901,'227,N,N, ,Major Urban,City-Large,N,A,11,'13,TRAVIS,16.5,73384.0,9174.9,6.1,0.2,4.9,54.0,0.1,30.8,3.9,51.5,48.4,13.9,10.0,34.1,30.5,0.9,6.1,0.0,0.2,0.1,12.9
PFLUGERVILLE ISD,227904,'227,N,N, ,Major Suburban,Suburb-Large,N,B,21,'13,TRAVIS,14.1,25445.0,3381.1,15.4,0.3,9.0,48.3,0.2,22.1,4.7,45.6,57.3,12.6,9.5,27.5,27.4,0.7,3.3,0.0,5.1,0.3,8.4
MANOR ISD,227907,'227,N,N, ,Major Suburban,Rural-Fringe,N,B,41,'13,TRAVIS,14.8,9255.0,1285.0,20.9,0.3,4.2,64.6,0.2,6.8,3.0,71.2,49.8,10.9,5.2,45.3,45.1,1.8,1.4,0.1,0.7,0.3,10.5
EANES ISD,227909,'227,N,N, ,Major Suburban,Suburb-Large,N,B,21,'13,TRAVIS,12.7,7733.0,1096.5,0.8,0.1,14.2,14.9,0.1,63.7,6.2,4.3,0.0,11.0,14.7,2.8,3.0,0.1,2.2,0.0,3.1,0.0,11.6
DEL VALLE ISD,227910,'227,N,N, ,Major Suburban,Rural-Fringe,N,B,41,'13,TRAVIS,15.0,11118.0,1739.9,8.9,0.1,1.3,83.4,0.1,4.6,1.7,91.4,98.1,15.9,5.5,48.6,47.1,1.4,3.6,0.0,0.1,0.0,4.7
LAGO VISTA ISD,227912,'227,N,N, ,Non-metropolitan Fast Growing,Town-Fringe,N,F,31,'13,TRAVIS,14.3,1798.0,202.4,0.6,0.5,0.7,28.1,0.2,64.9,5.1,25.8,3.5,13.2,9.3,6.8,6.8,0.8,0.0,0.0,1.1,0.1,7.2
LAKE TRAVIS ISD,227913,'227,N,N, ,Major Suburban,Suburb-Large,N,B,21,'13,TRAVIS,16.6,11399.0,1283.4,1.6,0.3,8.0,19.7,0.1,65.4,5.0,10.2,6.7,11.8,11.2,7.7,8.0,0.1,0.8,0.0,0.5,0.1,8.4
GROVETON ISD,228901,'228,N,N, ,Rural,Rural-Remote,N,H,43,'06,TRINITY,11.8,768.0,132.9,4.9,0.3,0.8,15.6,0.1,75.4,2.9,65.9,100.0,16.8,4.9,2.0,1.8,0.5,0.7,0.0,0.3,0.0,6.9
TRINITY ISD,228903,'228,N,N, ,Non-metropolitan Stable,Rural-Fringe,N,G,41,'06,TRINITY,12.2,1200.0,190.4,15.2,0.1,0.3,27.8,0.1,50.6,5.9,88.8,99.9,10.3,8.0,10.8,10.8,0.5,0.2,0.0,1.3,0.2,3.7
CENTERVILLE ISD,228904,'228,N,N, ,Rural,Rural-Remote,N,H,43,'06,TRINITY,8.9,147.0,29.9,0.0,0.0,0.0,4.1,0.0,95.9,0.0,57.1,100.0,12.9,6.8,0.0,0.0,0.0,0.0,0.0,1.4,0.0,6.8
APPLE SPRINGS ISD,228905,'228,N,N, ,Rural,Rural-Distant,N,H,42,'06,TRINITY,10.7,207.0,39.7,6.3,0.5,1.0,5.8,0.0,86.0,0.5,61.8,100.0,14.5,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8
